Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
HALDIRAMS PANCHRATTAN 200GM,HALDIRAM PANCHRATTAN,2106,8904060000000,GST @12%,80,80,10,63.22,632.2,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS PEANUTS HEENG JEERA 200GM,HALDIRAM PEANUTS HEE,2106,8904060000000,GST @12%,46,46,6,36.35,218.1,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS PEANUTS MASALA 200GM,HALDIRAM PEANUTS MAS,2008,8904060000000,GST @12%,46,46,8,36.35,290.8,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS SHAHI MIXTURE 200GM,HALDIRAM SHAHI MIXTU,2106,8904060000000,GST @12%,90,90,6,71.12,426.72,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS KAJU MIXTURE 400GM,HALDIRAM KAJU MIXTUR,2106,8904060000000,GST @12%,139,139,7,109.83,768.81,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS NAVRATTAN 200GM,HALDIRAMS NAVRATTAN,2106,8904060000000,GST @12%,42,42,12,32.33,387.96,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS MOONG DAL MASALA 200GM,HALDIRAM MOONG DAL M,2106,8904060000000,GST @12%,49,49,1,37.72,37.72,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS TANGY TOMATO BANANA CHIPS 200GM,HALDIRAMS TANGY TOMA,2106,8904060000000,GST @12%,52,52,9,41.26,371.34,"SNACKS,CHIPS",HALDIRAMS,CHIPS,,,,
VIM DOUBLE POWER CONCERNTRATED GEL LEMON 500GM,VIM DOUBLE POWER CON,0,5070,GST @12%,104,104,0,85.6,0,"HOUSEHOLD,KITCHEN,BATHROOM",VIM,KITCHEN ACCESSORIES,,,,
TORI,TORI,709,5072,GST @0%,65,65,2,50,100,FRUITS & VEGETABLES,<Add New>,VEGETABLES,,,,
MOTHER DAIRY ICE CREAM COMBO TWO IN ONE 700ML,M.DAIRY COMBO 2IN1,0,8901650000000,GST @12%,160,160,1,121,121,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
VEET HAIR REMOVAL CREAM SENSITIVE SKIN 60GM,VEET HRCRM SENS SKIN,0,8901400000000,GST @12%,110,110,0,88.89,0,PERSONAL CARE,VEET,SKIN CARE,,,,
ENO COLA FLAVOUR 5GM,ENO COLA FLAVOUR 5GM,30049011,8901570000000,Tax 5%,7,7,-3,5.58,-16.74,HEALTH,ENO,<Add New>,,,,
SENSODYNE FRESH MINT 80GM,SENSO FRSH MINT 80GM,33061020,8901570000000,GST @18%,99,99,5,72.96,364.8,PERSONAL CARE,SENSODYNE,ORAL CARE,,,,
MOTHERS RECIPE INSTANT MIX POHA 160GM,MOTHERS RECIPE POHA,21069099,8906000000000,GST @18%,45,45,8,34.67,277.36,"SNACKS,CHIPS",MOTHERS RECIPE,SNACKS,,,,
MOTHERS RECIPE UPMA MIX 180GM,MOTHERS RECIPE UPMA,21069099,8906000000000,GST @18%,35,35,7,26.96,188.72,"SNACKS,CHIPS",MOTHERS RECIPE,SNACKS,,,,
MOTHERS RECIPE UDAD PAPAD 200GM,M R. UDAD PAPAD,19049040,8906000000000,GST @0%,58,58,0,52.72,0,IMPORTED FOODS,MOTHERS RECIPE,<Add New>,,,,
MOTHERS RECIPE GARLIC GREEN CHILLI PAPAD 200GM,CHILLI GARLIC PAPAD,19049040,8906000000000,GST @0%,58,58,1,52.72,52.72,"SNACKS,CHIPS",MOTHERS RECIPE,SNACKS,,,,
MOTHERS RECIPE CHANA MASALA PAPAD 200GM,CHANA MASALA PAPAD,19049040,8906000000000,GST @0%,69,69,0,62.72,0,"SNACKS,CHIPS",MOTHERS RECIPE,SNACKS,,,,
AHA WHEAT CEREAL 600GM,AHA WHEAT CEREAL 600,0,8908000000000,GST @12%,108,108,2,84.21,168.42,BREAKFAST CEREALS,AHA,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
NESTLE KITKAT 27.5GM,NESTLE KITKAT 27.5GM,19053211,8901060000000,GST @18%,20,20,89,15.41,1371.49,"CHOCOLATES,SWEETS AND CANDIES",NESTLE,CHOCOLATES,,,,
MONGINIS DESSERT CAKE VANILLA 200GM,MON DESSERT VANILLA,1905,8901910000000,GST @18%,50,50,1,36.86,36.86,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
MONGINIS MUFFINS VEG FRUIT CAKE 150GM,MON MUFFINS VEG FRUI,1905,8901910000000,GST @18%,40,40,3,29.49,88.47,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
MONGINIS MUFFINS VEG CHOCOLATE CAKE 150GM,MON MUF VEG CHOCOLA,1905,8901910000000,GST @18%,40,40,0,29.49,0,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
AHA WHEAT CEREAL 300GM,AHA WHEAT CEREAL 300,0,8908000000000,GST @12%,56,56,1,43.66,43.66,BREAKFAST CEREALS,AHA,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
PARACHUTE ADVANSED AYURVEDIC HOT OIL BOTTLE 300ML,P.ADVANSED HOT OIL,33059011,8901090000000,GST @18%,160,160,3,123.27,369.81,PERSONAL CARE,PARACHUTE,HAIR CARE,,,,
SUGAR FREE GOLD 100 SACHETS,SUGAR FREE GOLD 100,2106,8901120000000,GST @12%,130,125,2,98.77,197.54,HEALTH,<Add New>,<Add New>,,,,
ORGANIC INDIA TEA TULSI HONEY CHAMOMILE 18BAGS,ORG.TULSI HONEY CHAM,30049011,801542000000,GST @12%,148,148,0,112.32,0,ORGANIC FOODS,ORGANIC ,"HONEY,MARMLADE",,,,
DRUK LEMON BARLAY WATER 700ML,D.LEM BAR WATER 700M,20089912,8901820000000,GST @12%,115,115,1,82.5,82.5,DRINKS AND BEVERAGES,DRUK,<Add New>,,,,
MOHUNS CORN FLAKES 500GM,MOHUN CORN FLAKES 50,19041010,8901130000000,GST @18%,102,102,5,73.25,366.25,BREAKFAST CEREALS,MOHUNS,<Add New>,,,,
STEVIOCAL ALL NATURAL STEVIA 50GM,STEVIOCAL ALL NATURA,17029090,8906020000000,GST @18%,140,140,7,101.7,711.9,"GROCERY,DALS",STEVIA,"SALT,SUGAR AND GUD",,,,
STEVIOCAL ALL NATURAL STEVIA 200GM,STEVIOCAL ALL NATURA,17029090,8906020000000,GST @18%,324,324,5,232.2,1161,"GROCERY,DALS",STEVIA,"SALT,SUGAR AND GUD",,,,
AMUL ICE CREAM VANILLA 2X750ML,AMUL VANILLA ICE CRE,0,8901260000000,GST @12%,165,165,0,121,0,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
SNICKERS CHOCOLATE 15GM,SNICKERS CHOCOLATE 1,18069010,8906000000000,GST @18%,10,10,0,7.7,0,"CHOCOLATES,SWEETS AND CANDIES",SNICKERS,CHOCOLATES,,,,
AMUL ICE CREAM SUGAR FREE SHAHI ANJIR 125ML,AMUL SUGAR FREE ANJI,0,8901260000000,GST @18%,30,30,10,22,220,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
MAGGI RICH TOMATO KETCHUP 1KG,MAGGI RICH TOMATO KE,21032000,8901060000000,GST @12%,147,147,3,120.41,361.23,"SAUCES,JAMS,PICKLES",MAGGI,<Add New>,,,,
NESTLE EVERYDAY PREMIUM PUNJAB GHEE 1LTR,NESTLE EVR GHEE,4059020,8901060000000,GST @12%,475,475,4,392.69,1570.76,"GROCERY,DALS",NESTLE,EDIBLE OIL AND GHEE,,,,
NESCAFE CLASSIC 200GM,NESCAFE CLASSIC 200G,21011120,8901060000000,GST @18%,440,440,0,348.49,0,DRINKS AND BEVERAGES,NESCAFE,TEA AND COFFEE,,,,
NESTLE MILKYBAR CHOO MANGO 14GM,MILKYBAR CHOO MANGO,0,5144,GST @18%,5,5,0,3.99,0,"CHOCOLATES,SWEETS AND CANDIES",NESTLE,CHOCOLATES,,,,
AMUL ICE CREAM CONE CHOCO CRUNCH 120ML,AMUL ICE CREAM TRI C,2105000,8901260000000,GST @18%,30,30,-11,20.97,-230.67,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
AMUL ICE CREAM VANILLA ROYAL CUP 75ML,AMUL ICE CRE VANILLA,2105000,8901260000000,GST @18%,10,10,1,6.99,6.99,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
AMUL ICE CREAM MANGO ICE CANDY 60ML,AMUL MANGO CANDY,0,8901260000000,GST @12%,5,5,0,3.66,0,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
NISSIN CUP NOODLES TANGY TOMATO 70GM,NISSIN CUP NOODLES T,19021900,8901010000000,GST @12%,40,40,0,32.18,0,"NOODLES,PASTA,VERMICELLI",TOP RAMEN,CUP NOODLES,,,,
TOP RAMEN CUP NOODLES TOMATO 50GM,T.RAMEN CUP TOMATO,0,5165,GST @12%,20,20,0,16.02,0,"NOODLES,PASTA,VERMICELLI",TOP RAMEN,CUP NOODLES,,,,
PARLE MONACO SIXER SALTED 200GM,PARLE MONACO SIXER S,19059020,8901720000000,GST @18%,50,50,-1,37.83,-37.83,"CHOCOLATES,SWEETS AND CANDIES",PARLE,CHOCOLATES,,,,
MOTHER DAIRY ICE CREAM BUTTER SCOTCH 1.5ML,M.DAIRY BUTTER SCOTC,2105,8901650000000,GST @18%,190,190,2,136.9,273.8,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
AMUL PURE GHEE 1LTR,AMUL PURE GHEE 1LTR,4059020,8901260000000,GST @12%,505,505,4,392.86,1571.44,"GROCERY,DALS",AMUL,EDIBLE OIL AND GHEE,,,,
MOTHER DAIRY ICE CREAM COMBO MANGO MAGIC 700ML,MOTHER DAIRY COMBO M,0,8901650000000,GST @12%,180,180,0,136,0,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
MOTHER DAIRY ICE CREAM CHILLZ MINI CHOCOBAR 45ML,M/D I/CRM MINI CHCO,2105,8901650000000,GST @18%,10,10,13,7.2,93.6,"CHOCOLATES,SWEETS AND CANDIES",MOTHER DAIRY,CHOCOLATES,,,,
PARACHUTE ADVANSED AFTERSHOWER ANTI DANDRUFF HAIR CREAM 50GM,PARA HAIR CREAM ANTI,33059030,8901090000000,GST @28%,50,50,2,35.52,71.04,PERSONAL CARE,PARACHUTE,SKIN CARE,,,,
GLUCON-D NIMBU PANI 100GM,GLUCON-D NIMBU PANI,17023020,8901540000000,GST @18%,33,33,3,24.97,74.91,DRINKS AND BEVERAGES,GLUCON D,GLUCOSE,,,,
PONDS WHITE BEAUTY FAIRNESS CREAM 25GM,PONDS WHITE BEAUTY F,33049910,8901030000000,GST @28%,78,78,9,53.45,481.05,PERSONAL CARE,PONDS,SKIN CARE,,,,
FUN FOODS MILK SHAKE FRUITY COCONUT 200GM,F.F.FRUITY COCONUT M,0,8906000000000,GST @12%,85,85,0,62.96,0,DRINKS AND BEVERAGES,FUN FOODS,MILK BEVERAGES,,,,
FUN FOODS MILK SHAKE MIX VANILLA FLAVOUR 250GM,F.F.MILK SHAKE VANIL,404,8906000000000,GST @5%,75,75,1,59.52,59.52,DRINKS AND BEVERAGES,FUN FOODS,MILK BEVERAGES,,,,
FUN FOODS MILK SHAKE MIX CHOCOLATE 200GM,F.F.MILK SHAKE CHOCO,18069,8906000000000,GST @18%,99,99,0,69.92,0,DRINKS AND BEVERAGES,FUN FOODS,MILK BEVERAGES,,,,
FUN FOODS CHEESE CHILLI SANDWICH SPREAD 275GM,F.F. CHESE  CHILI SP,21039030,8906000000000,GST @12%,79,79,2,58.78,117.56,"SAUCES,JAMS,PICKLES",FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
FUN FOODS EGGLESS BAKE MIX BROWNIE 250GM,F.F. EGGLESS BROWNIE,19012000,8906000000000,GST @5%,99,99,1,78.57,78.57,"CHOCOLATES,SWEETS AND CANDIES",FUN FOODS,CHOCOLATES,,,,
FUN FOODS CHOCOLATE DESERT TOPPING 300GM,FUN FOODS CHOCOLATE,18069020,8906000000000,GST @18%,79,79,1,55.79,55.79,"CHOCOLATES,SWEETS AND CANDIES",FUN FOODS,CHOCOLATES,,,,
FUN FOODS ARRABBIATA PASTA SAUSE 325GM,FUN FOODS ARRABBIATA,21039030,8906000000000,GST @12%,85,85,3,63.24,189.72,"SAUCES,JAMS,PICKLES",FUN FOODS,<Add New>,,,,
FUN FOODS MAYONNAISE SPREAD EGGLESS TANDOORI 275GM,F.F.MAY.TANDOORI SPR,21039030,8906000000000,GST @12%,79,79,4,55.8,223.2,"SAUCES,JAMS,PICKLES",FUN FOODS,MAYONNAISE AND SANDWICH SPREAD,,,,
MOTHER DAIRY ICE CREAM COMBO CHOCO FUDGE 2X700ML,M.D.COMBO CHO.FUDGE,0,8901650000000,GST @12%,200,200,1,151.25,151.25,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
MOTHER DAIRY ICE CREAM FRUIT & NUT 750ML,M.D FRUIT & NUT750ML,0,8901650000000,GST @12%,120,120,0,90.75,0,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
7UP BOTTLE 2LTR,7UP BOTTLE 2LTR,22021010,8902080000000,GST@ 28% with Cess,85,85,0,48.45,0,DRINKS AND BEVERAGES,PEPSI,SOFT DRINKS,,,,
CATCH MINIZ 70.13GM,CATCH MINIZ 70.13GM,0,8901190000000,Tax 5%,200,200,0,156.2,0,"GROCERY,DALS",CATCH,"MASALAS,SPICES,SEASONINGS",,,,
MOUNTAIN DEW CAN 250ML,MOUNTAIN DEW CAN 250,22021010,8902080000000,GST@ 28% with Cess,25,25,18,12.44,223.92,DRINKS AND BEVERAGES,PEPSI,SOFT DRINKS,,,,
DABUR VATIKA SHAMPOO HENNA & OLIVE PUMP 340ML,DABUR VATIKA SHAMPOO,33051090,8901210000000,GST @28%,185,185,3,149.5,448.5,PERSONAL CARE,DABUR,HAIR CARE,,,,
CADBURY CHOCLAIRS 212.8GM,CADBURY CHOCLAIRS,0,8901230000000,GST @12%,56,56,0,0,0,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,TOFFEES AND CANDY,,,,
BOONDI 170GM,BOONDI 170GM,2106,5230,GST @5%,30,30,13,23.33,303.29,READY TO EAT,<Add New>,<Add New>,,,,
PARK AVENUE TALC PREMIUM  50GM,PARK AVENUE PREMIUM,0,5234,GST @12%,130,130,0,105.05,0,PERSONAL CARE,PARK AVENUE,SKIN CARE,,,,
VEGA HAIR BRUSH RS.350,VEGA HAIR BRUSH RS.3,0,5236,GST @12%,350,350,1,248.9,248.9,PERSONAL CARE,VEGA,HAIR CARE,,,,
VEGA HAIR BRUSH RS.250,VEGA HAIR BRUSH,96032900,5230,GST @18%,250,250,2,169.5,339,PERSONAL CARE,VEGA,HAIR CARE,,,,
VEGA BATH ACC RS.250,VEGA BATH ACC RS.250,96032900,5239,GST @18%,250,250,2,169.5,339,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACC 1/4,VEGA BATH ACC 1/4,96032900,5240,GST @18%,225,225,-1,152.55,-152.55,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACC RS.99,VEGA BATH ACC RS.99,96032900,5241,GST @18%,99,99,0,67.1,0,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACC RS.90,VEGA BATH ACC RS.90,0,5242,GST @12%,90,90,0,64,0,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACCESSORIES RS.450,VEGA BATH ACCESSORIE,0,5243,GST @12%,450,450,0,320.05,0,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACC RS.175,VEGA BATH ACC RS.175,86032900,5244,GST @18%,175,175,0,118.65,0,PERSONAL CARE,VEGA,SKIN CARE,,,,
VEGA BATH ACC RS.140,VEGA BATH ACC RS.140,96032900,5237,GST @18%,140,140,1,94.9,94.9,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA BATH ACC-BA 3/12,VEGA BATH ACC-BA 3/12,0,5238,GST @12%,70,70,-2,49.8,-99.6,"HOUSEHOLD,KITCHEN,BATHROOM",VEGA,BATHROOM ACCESSORIES,,,,
VEGA HAIR BRUSH RS.450,VEGA HAIR BRUSH,0,5247,GST @12%,450,450,0,320.5,0,PERSONAL CARE,VEGA,HAIR CARE,,,,
VEGA BABY BRUSH KIT,VEGA BABY BRUSH KIT,0,5248,GST @12%,149,149,0,105.95,0,PERSONAL CARE,VEGA,BABY CARE,,,,
VEGA FOOT SCRUBBER RS.120,VEGA FOOT SCRUBBER R,0,5249,GST @12%,120,120,0,85.35,0,PERSONAL CARE,VEGA,FOOT CARE,,,,
VEGA FOOT SCRUBBER RS.90,VEGA FOOT SCRUBBER 9,0,5251,GST @12%,90,90,0,64,0,PERSONAL CARE,VEGA,FOOT CARE,,,,
HENKO STAIN CHAMPION POWDER 1KG,HENKO STAIN CHAMP 1K,0,8902100000000,GST @28%,138,138,1,113.58,113.58,"HOUSEHOLD,KITCHEN,BATHROOM",HENKO,WASHING  DETERGENTS,,,,
HENKO MATIC LINT ELLIGENT TOP LOAD 1KG,HENKO LINT ELLIGENT,34029019,8902100000000,GST @12%,220,220,2,159.15,318.3,"HOUSEHOLD,KITCHEN,BATHROOM",HENKO,WASHING  DETERGENTS,,,,
PRIL LIQUID DISHWASH KRAFT GEL 750ML,PRIL D/W KRAFT GEL,3402905,8902100000000,GST @28%,165,165,4,119.35,477.4,"HOUSEHOLD,KITCHEN,BATHROOM",PRILL,KITCHEN ACCESSORIES,,,,
PRIL LIQUID DISHWASH LIME 425ML,PRIL LQ D/W LIME,34029051,8902100000000,GST @18%,99,99,2,77.69,155.38,"HOUSEHOLD,KITCHEN,BATHROOM",PRILL,KITCHEN ACCESSORIES,,,,
DRIED APRICOTS 200GM,DRIED APRICOTS 200GM,8091,5257,Tax 5%,160,160,0,115,0,"GROCERY,DALS",SOUL BOWL,DRY FRUITS,,,,
UNIBIC OATMEAL DIGESTIVE COOKIES 200GM,UNIBIC OAT DIGESTIVE,0,8906010000000,GST @12%,40,40,0,30.32,0,BISCUITS,UNIBIC,DIGESTIVE BISCUITS,,,,
UNIBIC PISTA BADAM COOKIES 75GM,UNIBIC PISTA BADAM C,19053100,8906010000000,GST @18%,25,25,2,18.43,36.86,BISCUITS,UNIBIC,DIGESTIVE BISCUITS,,,,
UNIBIC CHOCO NUT COOKIES 75GM,UNIBIC CHOCO NUT COO,19053100,8906010000000,GST @18%,25,25,11,18.43,202.73,BISCUITS,UNIBIC,COOKIES,,,,
UNIBIC SUGARFREE BUTTER COOKIES 75GM,UNIBIC SUGARFREE BUT,19053100,8906010000000,GST @18%,40,40,0,29.5,0,BISCUITS,UNIBIC,SUGARFREE BISCUITS,,,,
VEET CREAM NATURALS CAMELLIA SEED OIL 25GM,VEET CRM NAT CAME SE,0,8901400000000,GST @12%,65,65,0,52.53,0,PERSONAL CARE,VEET,SKIN CARE,,,,
VEET HAIR REMOVAL CREAM SENSTIVE SKIN 100GM,VEET SENSTIVE SKIN,3307,8901400000000,GST @18%,175,175,2,134.82,269.64,PERSONAL CARE,VEET,SKIN CARE,,,,
MINUTE MAID APPLE 250ML,MINUTE MAID JUICE AP,22029920,8901760000000,GST @12%,20,20,32,15.25,488,DRINKS AND BEVERAGES,COCA COLA,FRUIT DRINKS AND JUICES,,,,
AMUL ICE CREAM SUGAR FREE ANJIR 500ML,AMUL S. FREE ANJIR,0,8901260000000,GST @12%,100,100,0,73.33,0,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
AMUL ICE CREAM BUTTER SCOTCH BLISS 1LTR,AMUL BUTTERSCOTCH 1L,2105000,8901260000000,GST @18%,170,170,2,118.85,237.7,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
AMUL ICE CREAM FRUIT NUT FANTACY TUB 1LTR,AMUL FRUIT NUT FANTA,2105000,8901260000000,GST @18%,190,190,2,132.84,265.68,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
AMUL ICE CREAM CHOCOLATE 2LTR,AMUL ICE CRE CHOCOLA,2105000,8901260000000,GST @18%,250,250,5,176.36,881.8,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
TRUST CLASSIC SUGAR 1KG,TRUST CLASSIC SUGAR,0,8906010000000,GST @0%,55,55,0,48,0,"GROCERY,DALS",TRUST,"SALT,SUGAR AND GUD",,,,
MOTHER DAIRY ICE CREAM GOLGAPPA 50ML,M.D.ICE CREAM GOLGAP,0,8901650000000,GST @12%,5,5,0,3.85,0,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
LYCHEE FRUIT,LYCHEE FRUIT,0,5285,GST @0%,120,120,0,100,0,FRUITS & VEGETABLES,<Add New>,FRUITS,,,,
PUDINA,PUDINA,0,5286,GST @0%,12,12,0,6.66,0,FRUITS & VEGETABLES,<Add New>,VEGETABLES,,,,
TATA TEA AGNI 1KG,TATA TEA AGNI 1KG,9023020,8901050000000,GST @5%,200,200,3,163.81,491.43,DRINKS AND BEVERAGES,TATA,TEA AND COFFEE,,,,
TETLEY GREEN TEA LONG LEAF 100GM,TETLEY GREEN TEA LNG,902,8901050000000,GST @5%,100,100,0,80.71,0,DRINKS AND BEVERAGES,TETLEY,TEA AND COFFEE,,,,
HARPIC FULSHMATIC PINE 2X50GM,HARPIC FULSHMATIC PI,3402,8901400000000,GST @18%,105,105,2,80.89,161.78,"HOUSEHOLD,KITCHEN,BATHROOM",HARPIC,BATHROOM ACCESSORIES,,,,
HARPIC POWER PLUS ALL IN 1 ROSE 500ML,HARPIC PWR + A/1 ROS,0,8901400000000,Tax 5%,76,76,-3,65.8,-197.4,"HOUSEHOLD,KITCHEN,BATHROOM",HARPIC,BATHROOM ACCESSORIES,,,,
HARPIC HYGIENIC TOILET RIM BLOCK LAVENDER 26GM,HAR T RIM BLK LAVEND,3402,8901400000000,GST @18%,60,60,2,46.23,92.46,"HOUSEHOLD,KITCHEN,BATHROOM",HARPIC,BATHROOM ACCESSORIES,,,,
DETTOL HAND WASH SKINCARE LIQUID REFILL 900ML,DETOL SKINCARE H/W R,3401,8901400000000,GST @18%,209,209,0,161.02,0,PERSONAL CARE,DETTOL,PERSONAL HYGIENE,,,,
BORO PLUS ANTISEPTIC CREAM 14GM,BORO + ANTISEPTIC CR,30049011,8901250000000,GST @12%,33,33,3,26.38,79.14,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
BORO PLUS ANTISEPTIC CREAM  40GM,BORO + ANTISEPTIC CR,30049011,8901250000000,GST @12%,60,60,3,47.97,143.91,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
ORBIT MIXED FRUIT RS.10,ORBIT MIX FRUT RS.10,0,89006221,GST @12%,10,10,0,7.76,0,"CHOCOLATES,SWEETS AND CANDIES",ORBIT,CHOCOLATES,,,,
PIM POM LILLIPOP,PIM POM LILLIPOP,17049030,4009900000000,GST @12%,5,5,-71,3.88,-275.48,"CHOCOLATES,SWEETS AND CANDIES",PIM POM,TOFFEES AND CANDY,,,,
CLEAN & CLEAR FACEWASH MORNING ENERGY LEMON 50ML,C CLR FW LEMON,34013090,8901010000000,GST @18%,70,70,4,49.18,196.72,PERSONAL CARE,CLEAN & CLEAR ,PERSONAL HYGIENE,,,,
ARBI,ARBI,0,5306,GST @0%,45,45,0,30,0,FRUITS & VEGETABLES,<Add New>,VEGETABLES,,,,
NESTLE ASSORTED FESTIVE GREATINGS PACK 138.7GM,NESTLE ASSORTED PACK,18069020,8901060000000,GST @28%,100,100,0,71.02,0,"GROCERY,DALS",NESTLE,DRY FRUITS,,,,
YARDLEY TALC GENTLEMAN 100GM,YARDLEY GENTLEEMAN T,33049120,8903110000000,GST @28%,90,90,0,63.34,0,PERSONAL CARE,YARDLEY,SKIN CARE,,,,
KELLOGGS CHOCOS FILLS 250GM,KELLOGGS CHOCOS FILL,19019090,8901500000000,IGST @18%,170,170,0,130.97,0,BREAKFAST CEREALS,KELLOGGS,<Add New>,,,,
KELLOGGS CORN FLAKES ORIGINAL & THE BEST 475GM,KELLOGS CORN FLAKES,19041010,8901500000000,IGST @18%,172,172,3,132.51,397.53,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CORN FLAKES STRAWBERRY 275GM,KELLOGS C.F.STRAWBER,19041010,8901500000000,IGST @18%,125,125,3,96.3,288.9,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CORN FLAKES REAL ALMOND AND HONEY 300GM,KELLOGS C.F.ALMOND&H,19041010,8901500000000,IGST @18%,155,155,0,119.41,0,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CHOCOS 250GM,KELLOGS CHOCOS 250GM,19041090,8901500000000,IGST @18%,110,110,2,84.75,169.5,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CHOCOS 125GM,KELLOGS CHOCOS 125GM,19041090,8901500000000,IGST @18%,55,55,0,42.37,0,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CHOCOS 375GM,KELLOGS CHOCOS 375GM,19041090,8901500000000,IGST @18%,155,155,3,119.41,358.23,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS CHOCOS DUET COCO 375GM,KELLOGGS CHOCOS DUET,19041090,8901500000000,GST @18%,165,165,3,127.12,381.36,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS HONEY LOOPS 300GM,KELLOGS HONEY LOOPS,19041090,8901500000000,GST @18%,125,125,2,96.3,192.6,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
KELLOGGS SPECIAL K 435GM,KELLOGGS SPECIAL K 4,19041090,8901500000000,GST @18%,190,190,2,146.38,292.76,BREAKFAST CEREALS,KELLOGGS,"FLAKES,CHOCOS,LOOPS,CEREALS",,,,
DAURALA SUGAR 5GM,DAURALA SUGAR 5GM,17011490,5336,GST @5%,1,1,904,0.5,452,"GROCERY,DALS",DAURALA,"SALT,SUGAR AND GUD",,,,
BRITANNIA GOOD DAY CHOCO NUT COOKIES 37GM,BRI.GD.CHOCONUT,0,8901060000000,GST @12%,10,10,0,8.08,0,BISCUITS,BRITANNIA ,CREAM BISCUITS,,,,
BRITANNIA DAHI 80GM,BRITANNIA DAHI 80GM,4061000,8901060000000,GST @0%,10,10,3,0,0,BREAD AND DAIRY,BRITANNIA ,DAIRY PRODUCTS,,,,
MCVITIES FRUIT BAKES COOKIES 120gm,MCVITIES FRUIT BAKES,19053,8906030000000,GST @18%,40,40,14,30.27,423.78,BISCUITS,MC VITIES ,DIGESTIVE BISCUITS,,,,
