Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
SUALIN NATURAL COUGH AND COLD REMEDY,SUALIN NATURAL COUGH,30049011,8901450000000,Tax 5%,4,4,16,3.31,52.96,HEALTH,SUALIN,<Add New>,,,,
NAVNEET MY NOTE BOOK JUMBO SIZE 100 PAGES,N.LONG BOOK 100PAGES,0,5342,Tax 5%,25,25,-1,17.5,-17.5,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET 3IN1 180PAGES,NAVNEET 3IN1 180PAGE,4820,8902440000000,GST @12%,50,50,4,31.25,125,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET NOTE BOOK SUPER CAR 172PAGES,NAVNEET NOTE BOOK SU,4820,8902440000000,GST @12%,45,45,-1,28.12,-28.12,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET LONG BOOK 172PAGES,N.LONG BOOK 172PAGES,0,5345,Tax 5%,25,25,-2,0,0,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET PEACTICAL BOOK 96PGS,NAVNEET PEACTICAL BO,4820,8902440000000,Tax 5%,50,50,0,35,0,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET JUMBO NOTEBOOK SINGLE LINE 124PAGES,NAVNEET JUMBO NOTEBO,4820,8902440000000,GST @12%,35,35,8,21.87,174.96,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET MY PROJECT BOOK 32PAGES,N.MY PROJECT BOOK32P,4820,8902440000000,Tax 5%,35,35,9,24.5,220.5,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET MY SCRAP BOOK 64PAGES,N.MY SCRAP BOOK 64 P,4820,8902440000000,GST @12%,60,60,9,37.5,337.5,STATIONERY,NAVNEET,<Add New>,,,,
NAVNEET NOTE BOOK KOALA FAMILY 172PAES,NAVNEET NOTE BOOK KO,0,8902440000000,Tax 5%,40,40,0,26.8,0,STATIONERY,NAVNEET,<Add New>,,,,
LEONARDO EXTRA VIRGIN OLIVE OIL 1LTR,LEONARDO OLIVE EXTRA,1509,8906010000000,Tax 5%,1199,830,1,580.95,580.95,"GROCERY,DALS",LEONARDO,EDIBLE OIL AND GHEE,,,,
LEONARDO OLIVE EXTRA LIGHT 1LTR,LEONARDO OLIVE EXTRA,0,8906010000000,Tax 5%,1099,780,2,490.48,980.96,"GROCERY,DALS",LEONARDO,EDIBLE OIL AND GHEE,,,,
AMUL ICE CREAM CHOCOLATE BROWINE 1LTR,AMUL CHOCOLATE BROWN,2105000,8901260000000,GST @18%,190,190,0,134,0,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
LEONARDO OLIVE OIL MIXED PICKLE 400GM,LEONARDO OLIVE OIL M,20011900,8906020000000,Tax 5%,80,80,0,60.95,0,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
LEONARDO OLIVE OIL PICKLE LIME 400GM,LEONARDO PICKLE LIME,20011900,8906020000000,Tax 5%,80,80,0,60.95,0,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
LEONARDO OLIVE OIL PICKLE MANGO 400GM,LEONARDO PICKLE MANG,20011900,8906020000000,Tax 5%,80,80,2,60.95,121.9,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
PEACH,PEACH,20087000,5359,GST @0%,110,110,0.1,90,9,FRUITS & VEGETABLES,<Add New>,FRUITS,,,,
DHANIA,DHANIA,33029011,5360,GST @0%,8,8,59.28,3.33,197.4,FRUITS & VEGETABLES,SOUL BOWL,VEGETABLES,,,,
VEET SENSTIVE SKIN 25GM,VEET SENSTIVE SKIN 2,0,5361,GST @12%,55,55,0,44.44,0,PERSONAL CARE,VEET,SKIN CARE,,,,
VEET HAIR REMOVAL CREAM SILK & FRESH SUPREM ESSENCE 25GM,VEET SUPREM ESSENCE,3307,8901400000000,GST @18%,60,60,0,46.23,0,PERSONAL CARE,VEET,SKIN CARE,,,,
VEET HAIR REMOVAL CREAM SUPREM ESSENCE 60GM,VEET SUPREM ESSENCE,0,8901400000000,GST @12%,110,110,0,88.89,0,PERSONAL CARE,VEET,SKIN CARE,,,,
VEET HAIR REMOVAL CREAM  NORMAL SKIN 100GM,VEET NORMAL SKIN 100,3307,8901400000000,GST @18%,185,185,1,142.53,142.53,PERSONAL CARE,VEET,SKIN CARE,,,,
VEET HAIR REMOVAL CREAM BRIGHTENING NORMAL TO DRY SKIN 60GM,VEET BRIGHT NOR DRY,3307,8901400000000,GST @18%,110,110,2,84.75,169.5,PERSONAL CARE,VEET,SKIN CARE,,,,
QUAKER OATS JAR 500GM,QUAKER OATS JAR 500G,11041200,8901490000000,GST @5%,137,137,3,113.87,341.61,BREAKFAST CEREALS,QUAKER,<Add New>,,,,
FORTUNE SOYA HEALTH SOYABEAN OIL 5LTR,FORTUNE SOYABEAN OIL,15079010,8906010000000,GST @5%,605,560,1,443.81,443.81,"GROCERY,DALS",FORTUNE,EDIBLE OIL AND GHEE,,,,
KNORR SOUP CHINESE MANCHOW NOODLE 45GM,KNORR CHINS MMC 45GM,0,8901030000000,GST @12%,50,50,0,40.77,0,DRINKS AND BEVERAGES,KNORR,SOUPS,,,,
DEL MONTE FIESTA FRUIT COCKTAIL 550GM,DEL MONTE FRUIT COCK,2008,4800020000000,GST @12%,190,190,3,0,0,IMPORTED FOODS,DEL MONTE,"ESSENCE,COLORS,TOPPINGS",,,,
DEL MONTE FRUIT COCKTAIL 500GM,DEL MONTE FRUIT COCK,20089991,4800020000000,GST @12%,130,130,9,0,0,IMPORTED FOODS,DEL MONTE,<Add New>,,,,
BROOKE BOND TAAZA 1KG,BROOKE BOND TAAZA 1,9023020,8901030000000,GST @5%,285,285,3,246.75,740.25,DRINKS AND BEVERAGES,BROOKE BOND,TEA AND COFFEE,,,,
T.26 STEEL LOCK 40MM HARRISON,T.26 STEEL LOCK 40MM,0,5381,GST @12%,70,70,0,49,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
KAJU ROASTED 250GM,KAJU ROASTED 250GM,801,5386,GST @12%,365,365,55,262.5,14437.5,"GROCERY,DALS",<Add New>,DRY FRUITS,,,,
TATA SALT LITE 1KG,TATA SALT LITE 1KG,25010010,8904040000000,GST @0%,32,32,-3,27.08,-81.24,"GROCERY,DALS",TATA,"SALT,SUGAR AND GUD",,,,
T.26 STEEL LOCK 40MM HARRISON,T.26 STEEL LOCK 40MM,0,5389,GST @0%,60,60,0,49,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
T.26 STEEL LOCK 50MM HARRISON,T.26 STEEL LOCK 50MM,0,5390,GST @0%,77,77,0,53.9,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
J.6 STEEL LOCK 60MM HARRISON,J.6 STEEL LOCK 60MM,0,5391,GST @0%,77,77,0,22.4,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
J.6 LOCK 70MM HARRI,J.6 LOCK 70MM HARRI,0,5392,GST @0%,100,100,0,70,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
FEV ICOL GLUE BOTTLE 60GM,FEVICOL GLUE BOTTLE,0,5393,GST @12%,20,20,0,14.8,0,STATIONERY,PIDILITE,<Add New>,,,,
FEVICOL MR  BOTTLE 200ML,FEVICOL MR  BOTTLE 2,35061000,8901860000000,GST @18%,70,70,8,47.38,379.04,STATIONERY,PIDILITE,<Add New>,,,,
FEVI STIK 15GM,FEVI STIK 15GM,35061000,8901860000000,GST @18%,40,40,0,26.29,0,STATIONERY,PIDILITE,<Add New>,,,,
FEVI STIK  8GM,FEVI STIK  8GM,35061000,8901860000000,GST @18%,25,25,1,17.17,17.17,STATIONERY,PIDILITE,<Add New>,,,,
FEVI KWIK 2GM,FEVI KWIK 2GM,3506,8901860000000,GST @18%,15,15,4,9.64,38.56,STATIONERY,PIDILITE,<Add New>,,,,
HARRISON J.6 STEEL LOCK 60MM ,J.6 STEEL LOCK 60MM,0,5401,GST @12%,32,32,0,22.4,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
GARNIER WINTER CARE COLD CREAM 40GM,GARNIER WINTER CARE,0,8901530000000,GST @12%,115,115,0,88.89,0,PERSONAL CARE,GARNIER,SKIN CARE,,,,
SPRAYMINTT MOUTH FRESHENER BREEZBERRY 15GM,SPRA M/FRESHNR BREEZ,33069000,8906010000000,GST @18%,99,99,-1,73.6,-73.6,PERSONAL CARE,SPRAYMINTT,ORAL CARE,,,,
NAVNEET MY LONG BOOK A4 SIZE SOFT BOND 140 PAGES,NAV LONG BOOK140PGS,4820,8902440000000,Tax 5%,50,50,0,35,0,STATIONERY,NAVNEET,<Add New>,,,,
PIONEER CLEANING ACID 5LTR,PIONEER CLEANING ACI,3307,5417,GST @18%,195,195,-3,90,-270,"HOUSEHOLD,KITCHEN,BATHROOM",PIONEER,HOUSEHOLD ACCESSORIES,,,,
GARNIER FRUCTIS SHAMPOO GOODBYE DAMAGE 175ML+80ML,GAR.FR.GOOD.DAM.SHAM,0,8901530000000,GST @12%,110,110,0,87.3,0,PERSONAL CARE,GARNIER,HAIR CARE,,,,
GARNIER WINTER CARE COLD CREAM 18GM,GARNIER WINTER CARE ,0,8901530000000,GST @12%,67,67,0,51.79,0,PERSONAL CARE,GARNIER,SKIN CARE,,,,
GARNIER WINTER CARE NOURISHING COLD CREAM HONEY+SHEA BUTTER+VITAMIN E 40GM,GAR.COLD CREAM,33049990,8901530000000,GST @18%,150,150,1,110.54,110.54,PERSONAL CARE,GARNIER,SKIN CARE,,,,
TEA STRAINER RS.40,TEA STRAINER RS.40,0,5422,Tax 5%,50,50,0,38,0,DRINKS AND BEVERAGES,<Add New>,TEA AND COFFEE,,,,
TEA STRAINER RS.45,TEA STRAINER RS.45,0,5423,Tax 5%,65,65,0,49,0,DRINKS AND BEVERAGES,<Add New>,TEA AND COFFEE,,,,
GARNIER WINTER CARE NOURISHING COLD CREAM 18GM,GAR.COLD CREAM 24H,33049990,8901530000000,GST @28%,85,85,0,57.74,0,PERSONAL CARE,GARNIER,SKIN CARE,,,,
CLASSIC CENTRA FLOOR WIPER,CLASSIC CENTRA WIPER,9603,5429,GST @18%,175,175,7,130,910,CAR ACCESSORIES,<Add New>,<Add New>,,,,
SECURA FLOOR WIPERS SMALL,SECURA FLOOR WIPERS,9603,5430,GST @18%,125,125,0,89,0,"HOUSEHOLD,KITCHEN,BATHROOM",CLASSIC,HOUSEHOLD ACCESSORIES,,,,
CLASSIC SWEETY FLOOR WIPER ,CLASSIC SWEETY FLOOR,0,5431,Tax 5%,85,85,6,62,372,CAR ACCESSORIES,<Add New>,<Add New>,,,,
CLASSIC SECURA FLOOR WIPER,CLASSIC SECURA FLOOR,0,5432,Tax 5%,140,140,6,97,582,CAR ACCESSORIES,<Add New>,<Add New>,,,,
CLASSIC KITCHEN WIPER SMALL,CLASSIC KITCHEN WIPE,0,5435,Tax 5%,42,42,0,25.2,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,KITCHEN ACCESSORIES,,,,
UN CLEAN TOILET BRUSH,UN CLEATOILET BRUSH,0,5436,GST @12%,90,90,0,78,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,BATHROOM ACCESSORIES,,,,
UNICLEAN SUPER ACTION TOILET BRUSH RS.95,UNICLEAN SUPER ACTIO,9603,5437,GST @18%,95,95,1,55.08,55.08,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,BATHROOM ACCESSORIES,,,,
ENO LEMON 5GM,ENO LEMON 5GM,30049011,8901570000000,GST @12%,8,8,242,5.95,1439.9,HEALTH,ENO,<Add New>,,,,
QUAKER OATS PLUS MULTIGRAIN ADVANTAGE 300GM,QUAKER OATS PLUS MUL,11041900,8901490000000,GST @18%,70,70,0,50.69,0,BREAKFAST CEREALS,QUAKER,<Add New>,,,,
SWADESHI BREAD CRUMB 250GM,SWADESHI B.CRAM 250G,19051000,5442,GST @0%,15,15,17,10,170,BREAD AND DAIRY,SWADESHI,BREAD AND BAKERY,,,,
CHANDAN TULSI HERBAL MEHANDI 80GM,CHANDAN TULSI HERBAL,3305,5443,GST @18%,60,60,-6,37,-222,PERSONAL CARE,<Add New>,<Add New>,,,,
TILE BRUSH RS.65,TILE BRUSH RS.65,3924,5444,GST @18%,45,45,0,27.54,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
BRUSH RS.55,BRUSH RS.55,0,5445,GST @0%,55,55,0,50,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
BRUSH RS.75,BRUSH RS.75,0,5446,GST @0%,75,75,0,70,0,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
MOTHER DAIRY ICE CREAM ORANGE LIC LOLLEEZ 50ML,M.D LIC LOLLEEZ,2105,8901650000000,GST @18%,5,5,-1,3.68,-3.68,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
MOTHER DAIRY ICE CREAM CHOCLATECONE 100ML,M.DAIRY CHOCLATECONE,2105,5449,GST @18%,35,35,0,26.44,0,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
MOTHER DAIRY ICE CREAM CHILLZ MANGO 60ML,M.D CHILLZ MANGO ,2105,8901650000000,GST @18%,20,20,-6,14.4,-86.4,"FROZEN FOODS,ICE-CREAM",MOTHER DAIRY,ICE CREAM,,,,
MOTHER DAIRY MILK TONED MILK 1LTR,M.DAIRY MILK 1LTR,401,8901650000000,GST @5%,62,62,10,54.28,542.8,BREAD AND DAIRY,MOTHER DAIRY,DAIRY PRODUCTS,,,,
CADBURY TEMPTATIONS ALMOND TREAT 72GM,CAD TEMP ALMOND TREA,18063200,8901230000000,GST @18%,90,90,15,68.09,1021.35,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,CHOCOLATES,,,,
CADBURY DAIRY MILK SILK CHOCOLATE 150GM,CADBURY DAIRY MILK ,18063200,8901230000000,GST @18%,150,150,7,113.49,794.43,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,CHEWING GUM,,,,
CADBURY BOURNVILLE RICH COCOA 33GM,CADBURY BOURN R. COC,18063200,8901230000000,GST @18%,49,49,63,37.07,2335.41,DRINKS AND BEVERAGES,CADBURY,CHOCOLATES,,,,
CADBURY CELEBRATING 168GM,CADBURY CELEBRATING,18069090,8901230000000,GST @28%,160,160,0,111.61,0,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,CHOCOLATES,,,,
CADBURY DAIRY MILK SHOTS 7.2GM,C.DAIRY MILK SHOTS,0,8901230000000,GST @12%,5,5,0,3.87,0,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,CHOCOLATES,,,,
CADBURY ECLAIRS JAR,CADBURY ECLAIRS JAR,0,5491,GST @12%,115,115,0,595.24,0,"CHOCOLATES,SWEETS AND CANDIES",CADBURY,CHOCOLATES,,,,
LIVON SERUM GET SILKY SHINY HAIR 100ML,LIVON SERUM GET SILK,33059090,8901090000000,GST @18%,230,230,3,175.5,526.5,PERSONAL CARE,LIVON,SKIN CARE,,,,
LIVON SERUM 20ML,LIVON SERUM 20ML,33059090,8901090000000,GST @18%,60,60,4,45.89,183.56,PERSONAL CARE,LIVON,HAIR CARE,,,,
LIVON SILKY POTION I LOVE MY HAIR 50ML,LIVON SP 50ML BOT,33059099,8901090000000,GST @18%,125,125,3,95.46,286.38,PERSONAL CARE,LIVON,SKIN CARE,,,,
CHOTI ELIACHI 10GM,CHOTI ELIACHI 10GM,802,5509,GST @5%,20,20,175,15,2625,"GROCERY,DALS",<Add New>,"MASALAS,SPICES,SEASONINGS",,,,
TOP RAMEN MORE MASALA 70GM,TOP RAMEN MASALA R10,19021900,8901010000000,GST @12%,10,10,1,8.04,8.04,"GROCERY,DALS",TOP RAMEN,"MASALAS,SPICES,SEASONINGS",,,,
TOP RAMEN MORE MASALA 140GM,TOP RAMEN MASALA R20,19021900,8901010000000,GST @12%,20,20,0,16.08,0,"GROCERY,DALS",TOP RAMEN,"MASALAS,SPICES,SEASONINGS",,,,
TOP RAMEN MORE MASALA 280GM,TOP RAMEN MASALA 280,19021900,8901010000000,GST @12%,40,40,-2,32.18,-64.36,"GROCERY,DALS",TOP RAMEN,"MASALAS,SPICES,SEASONINGS",,,,
GLUCON-D NIMBU PANI 200GM,GLUCON-D NIMBU 200GM,17023020,8901540000000,GST @18%,64,64,2,48.43,96.86,DRINKS AND BEVERAGES,GLUCON D,GLUCOSE,,,,
NYCIL CLASSIC TALCUM 150GM,NYCIL CLASSIC TALCUM,30049011,8901540000000,Tax 5%,90,90,4,76.54,306.16,PERSONAL CARE,NYCIL,SKIN CARE,,,,
NYCIL COOL GULABJAL TALCUM 150GM,NYCIL COOL GULABJAL,30049011,8901540000000,Tax 5%,90,90,3,76.54,229.62,PERSONAL CARE,NYCIL,SKIN CARE,,,,
MAGGI 2 MINUTE VEG ATTA NOODLES 80GM,MAGGI VEG ATTA NDLS ,19023010,8901060000000,GST @18%,20,20,54,15.41,832.14,"NOODLES,PASTA,VERMICELLI",MAGGI,INSTANT NOODLES,,,,
MAGGI 2 MINUTE NOODLES MASALA 70GM,MAGGI 2 MIN.NOD MASA,19023010,8901060000000,GST @12%,11,11,54,9.01,486.54,"NOODLES,PASTA,VERMICELLI",MAGGI,INSTANT NOODLES,,,,
MAGGI 2 MINUTE NOODLES MASALA 280GM,MAGGI NDLS PACK OF 4,19023010,8901060000000,GST @12%,44,44,28,36.04,1009.12,"NOODLES,PASTA,VERMICELLI",MAGGI,INSTANT NOODLES,,,,
BRITANNIA MARIE GOLD BISCUITS 250GM,BRITANNIA MARIE GOLD,19053100,8901060000000,GST @18%,30,30,8,22.7,181.6,BISCUITS,BRITANNIA ,"GLUCOSE,MARIE AND MILK BISCUITS",,,,
GILLETTE MACH3 4CATRIDGES,GILLETTE MACH3 4CATR,82121010,4902430000000,GST @18%,475,449,-4,342.8,-1371.2,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
LEONARDO PIMIENTO SUFFED HOJIBLANCA OLIVE 270GM,LEO.PIMIENTO STUFFED,0,8906020000000,Tax 5%,240,240,0,182.86,0,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
WHISPER CHOICE WINGS 8PADS,WHISPER CHOICE WINGS,96190010,4902430000000,GST @12%,34,34,-3,27.11,-81.33,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
WHISPER CHOICE ULTRA WINGS 6 PADS,WHISP CHOICE ULTRA W,0,4902430000000,GST @12%,42,42,-7,33.33,-233.31,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
HIMANI COUGH DROPS 1/-,HIMANI COUGH DROPS 1,0,5539,GST @12%,1,1,0,0.81,0,HEALTH,HIMANI,<Add New>,,,,
MOSERBAER CD 700MB,MOSERBAER CD 700MB,85234190,5540,GST @0%,15,15,-30,9,-270,ELECTRONIC ITEMS,<Add New>,<Add New>,,,,
WHEEL ACTIVE POWDER 4KG,WHEEL ACTIVE POWDER,34022010,8901030000000,GST @28%,192,192,2,154.45,308.9,"HOUSEHOLD,KITCHEN,BATHROOM",WHEEL,WASHING  DETERGENTS,,,,
PEDIASURE PREMIUIM CHOCOLATE ABBOTT 400GM,PEDIASURE PREMIUIM C,0,8904150000000,GST @12%,525,525,0,415.33,0,DRINKS AND BEVERAGES,PEDIASURE,ENERGY AND HEALTH DRINKS,,,,
MINUTE MAID PULPY ORANGE 1LTR,MINUTE MAID PULPY OR,22029920,8901760000000,GST @12%,75,75,0,50.22,0,DRINKS AND BEVERAGES,COCA COLA,FRUIT DRINKS AND JUICES,,,,
DETTOL SQUEEZY ORIGINAL 110ML,DETTOL SQUEEZY ORIGI,340130,8901400000000,GST @18%,30,30,2,23.11,46.22,PERSONAL CARE,DETTOL,PERSONAL HYGIENE,,,,
MORTEIN POWER BOOSTER MOSQUITO 10+4 COILS,MORTEIN POWER BOOST+,3808,8901400000000,GST @18%,32,32,0,24.65,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
SCOTCH BRITE THICK PAD WITH STAIN CUTTERS 1 PAD,SCTCH BR THICK PAD,96039090,8901360000000,GST @18%,25,25,24,18.74,449.76,"HOUSEHOLD,KITCHEN,BATHROOM",SCOTCH BRITE,KITCHEN ACCESSORIES,,,,
SCOTCH BRITE SCRUB PAD 5PADS,SCOTCH BRITE SCRUB P,0,5555,GST @12%,75,75,0,59.1,0,"HOUSEHOLD,KITCHEN,BATHROOM",SCOTCH BRITE,KITCHEN ACCESSORIES,,,,
SCOTCH BRITE SCRUB PAD 3PADS,SC.BRITE SCRUB 3PAD,96039090,8901360000000,GST @18%,90,90,10,67.5,675,"HOUSEHOLD,KITCHEN,BATHROOM",SCOTCH BRITE,KITCHEN ACCESSORIES,,,,
SUNDROP PEANUT BUTTER CRUNCHY 100GM,SUNDROP P BTR CRUCNH,0,5566,GST @12%,55,55,0,44.45,0,"GROCERY,DALS",SUNDROP,EDIBLE OIL AND GHEE,,,,
SUNDROP PEANUT BUTTER CREAMY 200GM,SUNDROP P BTR CREAMY,20081100,8901510000000,GST @12%,100,100,4,81.16,324.64,BREAD AND DAIRY,SUNDROP,BREAD AND BAKERY,,,,
SUNDROP PEANUT BUTTER CRUNCHY 200GM,SUNDROP P BTR CRUNCH,20081100,8901510000000,GST @12%,100,100,4,81.17,324.68,"GROCERY,DALS",SUNDROP,EDIBLE OIL AND GHEE,,,,
ACT II POPCORN BUTTER DELIGHT 70GM,ACT II POPCORN BUTTE,20081990,8901510000000,GST @12%,30,30,24,24.35,584.4,"SNACKS,CHIPS",ACT,SNACKS,,,,
ACT II MAGIC BUTTER FLAVOUR 40GM,ACT II MAGIC BUTTER,20081990,8901510000000,GST @12%,10,10,30,8.12,243.6,BREAD AND DAIRY,ACT,DAIRY PRODUCTS,,,,
ACT II XTREME BUTTER FLAVOUR 100GM,ACT II XTREME BUTTER,0,8901510000000,GST @12%,33,33,-1,26.67,-26.67,"SNACKS,CHIPS",ACT,SNACKS,,,,
MTR BREAKFAST POHA 60GM,MTR BREAKFAST POHA ,2106,8901040000000,GST @18%,20,20,0,15.13,0,"SNACKS,CHIPS",MTR,SNACKS,,,,
MTR CHUTNEY POWDER IDLI DOSA CHILLY 200GM,MTR CHUTNEY POWDER I,21069099,8901040000000,GST @5%,72,72,2,61.23,122.46,"SNACKS,CHIPS",MTR,SNACKS,,,,
MTR POHA KHATAA MEETHA 180GM,MTR POHA KHATA METHA,0,8901040000000,GST @12%,42,42,5,33.34,166.7,"SNACKS,CHIPS",MTR,SNACKS,,,,
HALDIRAMS PUNJABI TADKA 200GM,HALDIRAM PUNJABI TAD,2106,8904060000000,GST @12%,48,48,3,37.93,113.79,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
HALDIRAMS SAMOSA 200GM,HALDIRAMS SAMOSA 200,2106,8904060000000,GST @12%,45,45,0,34.64,0,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
PRINGLES POTATO CRIPS SOUR CREAM & ONION 110GM,PR POTATO CRIP S.C&O,19059090,8886470000000,IGST @18%,99,99,4,76.27,305.08,"SNACKS,CHIPS",PRINGLES,CHIPS,,,,
PRINGLES ORIGINAL POTATO CRISPS 110GM,PRINGLES ORIGINAL,19059090,8886470000000,IGST @18%,99,99,-4,76.27,-305.08,"SNACKS,CHIPS",PRINGLES,CHIPS,,,,
ORION CHOCO PIE 186GM,ORION CHOCO PIE 186G,0,8801120000000,GST @12%,80,80,3,56.89,170.67,BISCUITS,ORION,CREAM BISCUITS,,,,
REXONA SOAP COCONUT AND OLIVE OIL 150GM,REXONA SOAP COCONUT,34011190,8901030000000,GST @18%,40,40,9,31.38,282.42,PERSONAL CARE,REXONA,HAIR CARE,,,,
HENKO MATIC LINT ELLIGENT FRONT LOAD 2KG,HENKO MATIC LINT ELL,0,5592,GST @12%,440,440,-1,362.14,-362.14,"HOUSEHOLD,KITCHEN,BATHROOM",HENKO,WASHING  DETERGENTS,,,,
AMUL CHEESE SLICES 200GM,AMUL CHEESE SLICES 2,4063000,8901260000000,GST @12%,118,118,-2,97.68,-195.36,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
STAYFREE SECURE DRY REGULAR 8PADS,SF SECURE DRY REGULA,96190010,8901010000000,GST @12%,35,35,1,27.9,27.9,PERSONAL CARE,STAYFREE,SANITARY NEEDS,,,,
STAYFREE ADVENCED XL ULTRA COMFORT XL 14 PADS,SF ADVENCED XL UL CO,96190010,8901010000000,GST @12%,155,155,6,123.57,741.42,PERSONAL CARE,STAYFREE,SANITARY NEEDS,,,,
NIVEA LIP BALM FRUITY SHINE STRAWBERRY 4.8GM,NIVEA LIP STRAWBERRY,33041000,4005900000000,GST @18%,185,185,1,136.33,136.33,PERSONAL CARE,NIVEA,SKIN CARE,,,,
JOHNSONS BABY CARE COLLECTION KIT RS.325,JOHNSONS CARE COLLEC,33079090,8901010000000,GST @28%,325,325,0,217.95,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CARE COLLECTION DELUXE STANDARD,JOH.B.CR.COL.DELUXE,0,8901010000000,GST @12%,401,401,0,305.91,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
KIWI SHOE BRUSH,KIWI SHOE BRUSH,0,5612,GST @12%,60,60,0,39.6,0,"HOUSEHOLD,KITCHEN,BATHROOM",KIWI,HOUSEHOLD ACCESSORIES,,,,
KIWI SHOE BRUSH 2IN1,KIWI SHOE BRUSH 2IN1,0,5613,GST @12%,65,65,0,52.53,0,"HOUSEHOLD,KITCHEN,BATHROOM",KIWI,HOUSEHOLD ACCESSORIES,,,,
AXE AFTERSHAVE PULSE 50ml,AXE PULSE AFTERSHAVE,33071090,8901030000000,GST @18%,120,120,2,92.45,184.9,PERSONAL CARE,AXE,SHAVING NEEDS,,,,
PEPSODENT TOOTH PASTE EXPERT PROTECTION PRO SENSITIVE RELIEF & REPAIR 80GM,PEP TP EX PRT PRO S,33061020,8901030000000,GST @12%,99,99,0,76.52,0,PERSONAL CARE,PEPSODENT,ORAL CARE,,,,
BRITANNIA DAHI PLAIN 150GM,BRITANNIA DAHI 150GM,4061000,8901060000000,GST @0%,20,20,5,18.18,90.9,BREAD AND DAIRY,BRITANNIA ,DAIRY PRODUCTS,,,,
PARK AVENUE DEO VOYAGE 220ML,PARK AVENUE VOYAGE D,0,8901280000000,GST @12%,299,299,0,237.3,0,PERSONAL CARE,PARK AVENUE,DEOS AND PERFUMES,,,,
CLEAN & CLEAR DAILY SCRUB BLACKHEAD CLEARING 40GM,C & CLEAR DS BLK H S,0,5624,GST @12%,55,55,0,42.51,0,PERSONAL CARE,CLEAN & CLEAR ,SKIN CARE,,,,
KELLOGGS OATS GREEN PUDINA 250GM,KELLOGGS OATS GREEN,0,8901500000000,GST @12%,99,99,0,80,0,BREAKFAST CEREALS,KELLOGGS,OATS,,,,
BROOKE BOND TAJ MAHAL GREEN TEA HONEY LEMON 10 TEA BAGS,TAJ MAH HNY LEMON,0,5629,Tax 5%,60,60,0,47.62,0,DRINKS AND BEVERAGES,TAJ,TEA AND COFFEE,,,,
